,Filename,m_polymer,m_cat,coke_yield,P/C ratio,Tmax,T50
0,SR_TGA_0143_F04_V330P_ratio_01.txt,4.692126,9.394517,0.011544020770115803,0.4994536706889774,320.81,313.13
1,SR_TGA_0143_F04_V330P_ratio_02.txt,5.103103,4.969363,0.0057553218110626475,1.0269129061410889,324.45,316.42
2,SR_TGA_0143_F04_V330P_ratio_03.txt,4.666278999999999,2.284393,0.0034845751829241122,2.042677857969272,345.46,334.94
3,SR_TGA_0143_F04_V330P_ratio_04.txt,4.414956999999999,1.282695,0.0032378571297523783,3.441938262798249,352.24,336.02
4,SR_TGA_0143_F04_V330P_ratio_05.txt,5.044566,0.758235,0.0029614044102109155,6.653037646639894,369.37,354.17
